timestamp,pitch_deg,roll_deg,Force X (N),Force Y (N),Force Z (N),Torque X (N-m),Torque Y (N-m),Torque Z (N-m)
2025-09-09 15:13:41.530202,-2.588418907578342,-2.538103745720946,2.76467251777649,-1.98662352561951,-29.1645488739014,-0.287556380033493,0.0300375167280436,0.0700727105140686
2025-09-09 15:13:41.550930,-2.6475627345933157,-2.626152549241659,2.886568559607262,-1.9738632348007112,-29.155764130608055,-0.30455162376763717,0.04316119539797351,0.0807127702432179
2025-09-09 15:13:41.571658,-2.784874459649115,-2.7565832003291706,2.99904155731201,-1.98851084709167,-29.0808868408203,-0.322492808103561,0.0589461214840412,0.0883729010820389
2025-09-09 15:13:41.592386,-2.7901221101651936,-2.81743846110836,2.99904155731201,-1.98851084709167,-29.0808868408203,-0.322492808103561,0.0589461214840412,0.0883729010820389
2025-09-09 15:13:41.613114,-2.698073603777532,-2.7829981587141748,2.99904155731201,-1.98851084709167,-29.0808868408203,-0.322492808103561,0.0589461214840412,0.0883729010820389
2025-09-09 15:13:41.633842,-2.41534128869629,-2.8982290624756555,2.9956352748620962,-1.9888208114562897,-29.0796530209115,-0.3238841672564868,0.058943084302037034,0.08860815920597255
2025-09-09 15:13:41.654570,-2.8039338474436577,-2.8198397308760934,2.93286180496216,-1.9945330619812,-29.0569152832031,-0.349525153636932,0.0588871128857136,0.0929436683654785
2025-09-09 15:13:41.675298,-2.760757523663719,-2.6701500644060423,2.93286180496216,-1.9945330619812,-29.0569152832031,-0.349525153636932,0.0588871128857136,0.0929436683654785
2025-09-09 15:13:41.696026,-2.707688550139842,-2.752855727319276,2.929675610170598,-1.9770409828767643,-29.03875544828652,-0.3589788822742507,0.06210226658842219,0.09421048031051547
2025-09-09 15:13:41.716754,-2.6058083410121027,-2.7595967979316582,2.91787886619568,-1.91227734088898,-28.9715194702148,-0.393980890512466,0.0740062296390533,0.0989007949829102
2025-09-09 15:13:41.737482,-2.6371637784721997,-2.629698668175472,2.91787886619568,-1.91227734088898,-28.9715194702148,-0.393980890512466,0.0740062296390533,0.0989007949829102
2025-09-09 15:13:41.758210,-2.662207525404608,-2.6671309229600055,2.91787886619568,-1.91227734088898,-28.9715194702148,-0.393980890512466,0.0740062296390533,0.0989007949829102
2025-09-09 15:13:41.778938,-2.698768895843683,-2.9142865931029327,2.91787886619568,-1.91227734088898,-28.9715194702148,-0.393980890512466,0.0740062296390533,0.0989007949829102
2025-09-09 15:13:41.799666,-2.676497164035927,-2.8314764119504487,2.934789330400731,-1.884049955551842,-28.9189409904836,-0.41457649970874233,0.1048096147591891,0.09793299745414373
2025-09-09 15:13:41.820394,-2.682819558299669,-2.7121788978598746,2.9899382085918464,-1.8893154312324154,-28.763014112861214,-0.41440603112276186,0.18742797152179855,0.08100609976442827
2025-09-09 15:13:41.841122,-2.7496179656740227,-2.8251494141356583,3.02623319625854,-1.94986701011658,-28.6695117950439,-0.374795436859131,0.231337770819664,0.0617885142564774
