# OpenScale raw session
# started_at_utc,2026-06-09T09:52:05.837219+00:00
# started_at_unix,1780998725.837219
# port,/dev/ttyUSB0
# baudrate,115200
timestamp_unix,timestamp_utc,elapsed_s,raw_text,value_kg,unit,is_numeric
1780998726.905265,2026-06-09T09:52:06.905265+00:00,1.068046,"0.006,kg,",0.006000,kg,1
1780998726.938201,2026-06-09T09:52:06.938201+00:00,1.100982,"0.004,kg,",0.004000,kg,1
1780998726.953288,2026-06-09T09:52:06.953288+00:00,1.116069,"-0.001,kg,",-0.001000,kg,1
1780998726.988922,2026-06-09T09:52:06.988922+00:00,1.151703,"-0.002,kg,",-0.002000,kg,1
1780998727.001295,2026-06-09T09:52:07.001295+00:00,1.164077,"0.003,kg,",0.003000,kg,1
1780998727.034236,2026-06-09T09:52:07.034236+00:00,1.197017,"-0.003,kg,",-0.003000,kg,1
1780998727.050262,2026-06-09T09:52:07.050262+00:00,1.213043,"0.001,kg,",0.001000,kg,1
1780998727.081444,2026-06-09T09:52:07.081444+00:00,1.244226,"-0.002,kg,",-0.002000,kg,1
1780998727.113419,2026-06-09T09:52:07.113419+00:00,1.276200,"0.008,kg,",0.008000,kg,1
1780998727.129465,2026-06-09T09:52:07.129465+00:00,1.292247,"0.000,kg,",0.000000,kg,1
1780998727.161502,2026-06-09T09:52:07.161502+00:00,1.324283,"0.007,kg,",0.007000,kg,1
1780998727.177476,2026-06-09T09:52:07.177476+00:00,1.340257,"0.001,kg,",0.001000,kg,1
1780998727.209536,2026-06-09T09:52:07.209536+00:00,1.372317,"0.004,kg,",0.004000,kg,1
1780998727.225488,2026-06-09T09:52:07.225488+00:00,1.388269,"0.006,kg,",0.006000,kg,1
1780998727.257517,2026-06-09T09:52:07.257517+00:00,1.420299,"0.002,kg,",0.002000,kg,1
1780998727.291482,2026-06-09T09:52:07.291482+00:00,1.454263,"0.008,kg,",0.008000,kg,1
1780998727.305564,2026-06-09T09:52:07.305564+00:00,1.468345,"0.003,kg,",0.003000,kg,1
1780998727.337648,2026-06-09T09:52:07.337648+00:00,1.500429,"0.004,kg,",0.004000,kg,1
